DEFLT.slx11111,738560.7805787340039387345,DEMO_FAS,name_DEMO_FAS;type_SubSystem;parent_name_DEFLT;hierarchy_depth_0;num_lines_2;num_inputs_1;num_outputs_1;ul_695_281;lr_920_419;rul_-345_0;rlr_-330_0
DEFLT.slx10111,738561.5140353254973888397,LeverUp_stat,name_LeverUp_stat;type_Inport;parent_name_Limiter_SetValue;hierarchy_depth_8;num_lines_1;num_inputs_0;num_outputs_1;ul_245_208;lr_275_222;rul_225_-1;rlr_225_16
DEFLT.slx10111,738560.8978255358524620533,LeverDown_stat,name_LeverDown_stat;type_Inport;parent_name_Limiter_SetValue;hierarchy_depth_8;num_lines_1;num_inputs_0;num_outputs_1;ul_245_373;lr_275_387;rul_225_-1;rlr_225_16
DEFLT.slx10111,738561.6991549019003286958,Enable,name_Enable;type_EnablePort;parent_name_Limiter_SetValue;hierarchy_depth_8;num_lines_0;num_inputs_0;num_outputs_0;ul_570_125;lr_590_145;rul_0_0;rlr_0_0
DEFLT.slx10111,738561.4101852839812636375,Constant1,name_Constant1;type_Constant;parent_name_Limiter_SetValue;hierarchy_depth_8;num_lines_1;num_inputs_0;num_outputs_1;ul_400_403;lr_440_427;rul_70_-31;rlr_60_-24
DEFLT.slx10111,738561.5379630796378478408,Constant3,name_Constant3;type_Constant;parent_name_Limiter_SetValue;hierarchy_depth_8;num_lines_1;num_inputs_0;num_outputs_1;ul_400_238;lr_440_262;rul_70_-31;rlr_60_-24
DEFLT.slx10111,738560.8588728995528072119,DataStoreRead1,name_DataStoreRead1;type_DataStoreRead;parent_name_Limiter_SetValue;hierarchy_depth_8;num_lines_2;num_inputs_0;num_outputs_1;ul_170_305;lr_345_335;rul_415_-50;rlr_340_-30
DEFLT.slx10111,738560.8750553290592506528,RelOp1,name_RelOp1;type_RelationalOperator;parent_name_Limiter_SetValue;hierarchy_depth_8;num_lines_3;num_inputs_2;num_outputs_1;ul_470_372;lr_500_403;rul_-225_1;rlr_-225_-16
DEFLT.slx10111,738561.1346708959899842739,RelOp3,name_RelOp3;type_RelationalOperator;parent_name_Limiter_SetValue;hierarchy_depth_8;num_lines_3;num_inputs_2;num_outputs_1;ul_470_207;lr_500_238;rul_-225_1;rlr_-225_-16
DEFLT.slx10111,738561.1004928741604089737,VERSION_INFO,name_VERSION_INFO;type_SubSystem;parent_name_Limiter_SetValue;hierarchy_depth_8;num_lines_0;num_inputs_0;num_outputs_0;ul_91_16;lr_549_116;rul_0_0;rlr_0_0
DEFLT.slx10111,738561.1946273923385888338,Copyright,name_Copyright;type_SubSystem;parent_name_VERSION_INFO;hierarchy_depth_9;num_lines_0;num_inputs_0;num_outputs_0;ul_69_56;lr_243_80;rul_0_0;rlr_0_0
DEFLT.slx10111,738561.2634144134353846312,V_LimSetValueMinus,name_V_LimSetValueMinus;type_SubSystem;parent_name_Limiter_SetValue;hierarchy_depth_8;num_lines_1;num_inputs_2;num_outputs_0;ul_585_420;lr_685_470;rul_-415_-115;rlr_-340_-135
DEFLT.slx10111,738560.9370258451672270894,V_LimiterSetValue,name_V_LimiterSetValue;type_Inport;parent_name_V_LimSetValueMinus;hierarchy_depth_9;num_lines_1;num_inputs_0;num_outputs_1;ul_410_323;lr_440_337;rul_155_-1;rlr_155_16
DEFLT.slx10111,738560.9270219561876729131,Trigger,name_Trigger;type_TriggerPort;parent_name_V_LimSetValueMinus;hierarchy_depth_9;num_lines_0;num_inputs_0;num_outputs_0;ul_610_235;lr_630_255;rul_0_0;rlr_0_0
DEFLT.slx10111,738560.7219176121288910508,DataStoreWrite,name_DataStoreWrite;type_DataStoreWrite;parent_name_V_LimSetValueMinus;hierarchy_depth_9;num_lines_1;num_inputs_1;num_outputs_0;ul_715_320;lr_880_360;rul_-150_2;rlr_-285_-7
DEFLT.slx10111,738560.8378347271354869008,Parameter,name_Parameter;type_Constant;parent_name_V_LimSetValueMinus;hierarchy_depth_9;num_lines_1;num_inputs_0;num_outputs_1;ul_340_391;lr_515_429;rul_225_-69;rlr_80_-76
DEFLT.slx10111,738561.0740921011893078685,Sum,name_Sum;type_Sum;parent_name_V_LimSetValueMinus;hierarchy_depth_9;num_lines_3;num_inputs_2;num_outputs_1;ul_565_322;lr_595_353;rul_-155_1;rlr_-155_-16
DEFLT.slx10111,738561.2096499616745859385,VERSION_INFO,name_VERSION_INFO;type_SubSystem;parent_name_V_LimSetValueMinus;hierarchy_depth_9;num_lines_0;num_inputs_0;num_outputs_0;ul_121_66;lr_593_166;rul_0_0;rlr_0_0
DEFLT.slx10111,738561.5329929784638807178,Copyright,name_Copyright;type_SubSystem;parent_name_VERSION_INFO;hierarchy_depth_10;num_lines_0;num_inputs_0;num_outputs_0;ul_69_56;lr_243_80;rul_0_0;rlr_0_0
DEFLT.slx10111,738560.8894178596092388034,V_LimSetValuePlus,name_V_LimSetValuePlus;type_SubSystem;parent_name_Limiter_SetValue;hierarchy_depth_8;num_lines_1;num_inputs_2;num_outputs_0;ul_585_255;lr_685_305;rul_-415_50;rlr_-340_30
DEFLT.slx10111,738560.8716939695877954364,V_LimiterSetValue,name_V_LimiterSetValue;type_Inport;parent_name_V_LimSetValuePlus;hierarchy_depth_9;num_lines_1;num_inputs_0;num_outputs_1;ul_345_303;lr_375_317;rul_155_-1;rlr_155_16
DEFLT.slx10111,738560.8001938846427947283,Trigger,name_Trigger;type_TriggerPort;parent_name_V_LimSetValuePlus;hierarchy_depth_9;num_lines_0;num_inputs_0;num_outputs_0;ul_460_175;lr_480_195;rul_0_0;rlr_0_0
DEFLT.slx10111,738561.2824973224196583033,DataStoreWrite,name_DataStoreWrite;type_DataStoreWrite;parent_name_V_LimSetValuePlus;hierarchy_depth_9;num_lines_1;num_inputs_1;num_outputs_0;ul_645_304;lr_835_336;rul_-145_-2;rlr_-305_-3
DEFLT.slx10111,738560.8683533789590001106,Parameter,name_Parameter;type_Constant;parent_name_V_LimSetValuePlus;hierarchy_depth_9;num_lines_1;num_inputs_0;num_outputs_1;ul_275_371;lr_450_409;rul_225_-69;rlr_80_-76
DEFLT.slx10111,738561.3267928636632859707,Sum,name_Sum;type_Sum;parent_name_V_LimSetValuePlus;hierarchy_depth_9;num_lines_3;num_inputs_2;num_outputs_1;ul_500_302;lr_530_333;rul_-155_1;rlr_-155_-16
DEFLT.slx10111,738561.4394137631170451641,VERSION_INFO,name_VERSION_INFO;type_SubSystem;parent_name_V_LimSetValuePlus;hierarchy_depth_9;num_lines_0;num_inputs_0;num_outputs_0;ul_111_16;lr_576_116;rul_0_0;rlr_0_0
DEFLT.slx10111,738561.141470910282805562,Copyright,name_Copyright;type_SubSystem;parent_name_VERSION_INFO;hierarchy_depth_10;num_lines_0;num_inputs_0;num_outputs_0;ul_69_56;lr_243_80;rul_0_0;rlr_0_0
DEFLT.slx10111,738561.1570892444578930736,Limiter_StartUpSetValue,name_Limiter_StartUpSetValue;type_SubSystem;parent_name_Limiter_Function;hierarchy_depth_7;num_lines_0;num_inputs_1;num_outputs_0;ul_230_600;lr_330_650;rul_0_0;rlr_0_0
DEFLT.slx10111,738561.6506607827031984925,Trigger,name_Trigger;type_TriggerPort;parent_name_Limiter_StartUpSetValue;hierarchy_depth_8;num_lines_0;num_inputs_0;num_outputs_0;ul_475_220;lr_495_240;rul_0_0;rlr_0_0
DEFLT.slx10111,738560.9381867877673357725,Constant,name_Constant;type_Constant;parent_name_Limiter_StartUpSetValue;hierarchy_depth_8;num_lines_1;num_inputs_0;num_outputs_1;ul_345_296;lr_385_324;rul_270_-1;rlr_410_1
DEFLT.slx10111,738561.5529708991525694728,DataStoreWrite,name_DataStoreWrite;type_DataStoreWrite;parent_name_Limiter_StartUpSetValue;hierarchy_depth_8;num_lines_1;num_inputs_1;num_outputs_0;ul_615_295;lr_795_325;rul_-270_1;rlr_-410_-1
DEFLT.slx10111,738560.8007262075552716851,VERSION_INFO,name_VERSION_INFO;type_SubSystem;parent_name_Limiter_StartUpSetValue;hierarchy_depth_8;num_lines_0;num_inputs_0;num_outputs_0;ul_126_46;lr_633_146;rul_0_0;rlr_0_0
DEFLT.slx10111,738561.174287156667560339,Copyright,name_Copyright;type_SubSystem;parent_name_VERSION_INFO;hierarchy_depth_9;num_lines_0;num_inputs_0;num_outputs_0;ul_69_56;lr_243_80;rul_0_0;rlr_0_0
DEFLT.slx10111,738560.944371837773360312,LogicalOperator,name_LogicalOperator;type_Logic;parent_name_Limiter_Function;hierarchy_depth_7;num_lines_3;num_inputs_2;num_outputs_1;ul_475_205;lr_515_245;rul_-385_3;rlr_-395_-23
DEFLT.slx10111,738560.8797666967147961259,MinMax,name_MinMax;type_MinMax;parent_name_Limiter_Function;hierarchy_depth_7;num_lines_3;num_inputs_2;num_outputs_1;ul_730_165;lr_770_205;rul_-640_3;rlr_-650_-23
DEFLT.slx10111,738561.7071506166830658913,Switch,name_Switch;type_Switch;parent_name_Limiter_Function;hierarchy_depth_7;num_lines_4;num_inputs_3;num_outputs_1;ul_835_187;lr_890_263;rul_-105_-22;rlr_-120_-58
DEFLT.slx10111,738561.2851698468439280987,SysInit,name_SysInit;type_SubSystem;parent_name_Limiter_Function;hierarchy_depth_7;num_lines_1;num_inputs_0;num_outputs_1;ul_155_565;lr_200_585;rul_75_35;rlr_130_65
DEFLT.slx10111,738560.7354879677295684814,Memory_Init,name_Memory_Init;type_UnitDelay;parent_name_SysInit;hierarchy_depth_8;num_lines_2;num_inputs_1;num_outputs_1;ul_80_25;lr_110_45;rul_-60_0;rlr_-70_0
DEFLT.slx10111,738560.7453928602626547217,Zero_Init,name_Zero_Init;type_Constant;parent_name_SysInit;hierarchy_depth_8;num_lines_1;num_inputs_0;num_outputs_1;ul_20_25;lr_40_45;rul_60_0;rlr_70_0
DEFLT.slx10111,738561.1985727177234366536,y,name_y;type_Outport;parent_name_SysInit;hierarchy_depth_8;num_lines_1;num_inputs_1;num_outputs_0;ul_220_28;lr_250_42;rul_-140_-3;rlr_-140_3
DEFLT.slx10111,738561.1992148015415295959,VERSION_INFO,name_VERSION_INFO;type_SubSystem;parent_name_Limiter_Function;hierarchy_depth_7;num_lines_0;num_inputs_0;num_outputs_0;ul_16_16;lr_359_116;rul_0_0;rlr_0_0
DEFLT.slx10111,738561.6982509265653789043,Copyright,name_Copyright;type_SubSystem;parent_name_VERSION_INFO;hierarchy_depth_8;num_lines_0;num_inputs_0;num_outputs_0;ul_69_56;lr_243_80;rul_0_0;rlr_0_0
DEFLT.slx10111,738560.7532125297002494335,VMax_kmh,name_VMax_kmh;type_Outport;parent_name_Limiter_Function;hierarchy_depth_7;num_lines_1;num_inputs_1;num_outputs_0;ul_1050_218;lr_1080_232;rul_-215_-31;rlr_-190_31
DEFLT.slx10111,738560.9739511675434187055,Limiter_active_b,name_Limiter_active_b;type_Outport;parent_name_Limiter_Function;hierarchy_depth_7;num_lines_1;num_inputs_1;num_outputs_0;ul_1050_363;lr_1080_377;rul_-675_-53;rlr_-490_13
DEFLT.slx10111,738561.4012891920283436775,VERSION_INFO,name_VERSION_INFO;type_SubSystem;parent_name_Limiter;hierarchy_depth_6;num_lines_0;num_inputs_0;num_outputs_0;ul_76_16;lr_389_121;rul_0_0;rlr_0_0
DEFLT.slx10111,738561.0734856871422380209,Copyright,name_Copyright;type_SubSystem;parent_name_VERSION_INFO;hierarchy_depth_7;num_lines_0;num_inputs_0;num_outputs_0;ul_69_56;lr_243_80;rul_0_0;rlr_0_0
DEFLT.slx10111,738561.5889330687932670116,VMax_kmh,name_VMax_kmh;type_Outport;parent_name_Limiter;hierarchy_depth_6;num_lines_1;num_inputs_1;num_outputs_0;ul_1205_278;lr_1235_292;rul_-645_-81;rlr_-330_261
DEFLT.slx10111,738560.8821436612633988261,Limiter_active_b,name_Limiter_active_b;type_Outport;parent_name_Limiter;hierarchy_depth_6;num_lines_1;num_inputs_1;num_outputs_0;ul_1205_458;lr_1235_472;rul_-645_-261;rlr_-330_81
DEFLT.slx10111,738561.240642754128202796,LogOp,name_LogOp;type_Logic;parent_name_DEMO_FAS_Funktion;hierarchy_depth_5;num_lines_3;num_inputs_2;num_outputs_1;ul_2495_689;lr_2525_751;rul_-180_-36;rlr_-205_-29
DEFLT.slx10111,738561.1262366711162030697,Tempomat,name_Tempomat;type_SubSystem;parent_name_DEMO_FAS_Funktion;hierarchy_depth_5;num_lines_10;num_inputs_8;num_outputs_2;ul_1105_261;lr_1290_454;rul_-130_-4;rlr_-310_-21
DEFLT.slx10111,738561.3149765405105426908,ParkingBrake_b,name_ParkingBrake_b;type_Inport;parent_name_Tempomat;hierarchy_depth_6;num_lines_1;num_inputs_0;num_outputs_1;ul_270_213;lr_300_227;rul_320_-6;rlr_720_251
DEFLT.slx10111,738560.9653836614452302456,BrakeForce_pedal_pc,name_BrakeForce_pedal_pc;type_Inport;parent_name_Tempomat;hierarchy_depth_6;num_lines_1;num_inputs_0;num_outputs_1;ul_270_248;lr_300_262;rul_320_-41;rlr_720_216
DEFLT.slx10111,738560.8359766547800973058,CruiseControl_b,name_CruiseControl_b;type_Inport;parent_name_Tempomat;hierarchy_depth_6;num_lines_1;num_inputs_0;num_outputs_1;ul_270_283;lr_300_297;rul_320_-76;rlr_720_181
DEFLT.slx10111,738561.2225364012410864234,V_Vehicle_kmh,name_V_Vehicle_kmh;type_Inport;parent_name_Tempomat;hierarchy_depth_6;num_lines_1;num_inputs_0;num_outputs_1;ul_270_318;lr_300_332;rul_320_-111;rlr_720_146
DEFLT.slx10111,738561.4124186313711106777,Limiter_b,name_Limiter_b;type_Inport;parent_name_Tempomat;hierarchy_depth_6;num_lines_1;num_inputs_0;num_outputs_1;ul_270_353;lr_300_367;rul_320_-146;rlr_720_111
DEFLT.slx10111,738561.3315871572121977806,LeverUp_Stat,name_LeverUp_Stat;type_Inport;parent_name_Tempomat;hierarchy_depth_6;num_lines_1;num_inputs_0;num_outputs_1;ul_270_388;lr_300_402;rul_320_-181;rlr_720_76
DEFLT.slx10111,738561.2834000168368220329,LeverDown_Stat,name_LeverDown_Stat;type_Inport;parent_name_Tempomat;hierarchy_depth_6;num_lines_1;num_inputs_0;num_outputs_1;ul_270_423;lr_300_437;rul_320_-216;rlr_720_41
DEFLT.slx10111,738561.4294119883561506867,FTS_active_b,name_FTS_active_b;type_Inport;parent_name_Tempomat;hierarchy_depth_6;num_lines_1;num_inputs_0;num_outputs_1;ul_270_458;lr_300_472;rul_320_-251;rlr_720_6
DEFLT.slx10111,738560.8852427598321810365,DEMO_FAS_Tempomat,name_DEMO_FAS_Tempomat;type_Constant;parent_name_Tempomat;hierarchy_depth_6;num_lines_1;num_inputs_0;num_outputs_1;ul_570_121;lr_745_159;rul_20_86;rlr_275_319
DEFLT.slx10111,738561.6590458505088463426,Tempomat_Function,name_Tempomat_Function;type_SubSystem;parent_name_Tempomat;hierarchy_depth_6;num_lines_10;num_inputs_9;num_outputs_2;ul_590_207;lr_1020_478;rul_-320_6;rlr_-720_-251
DEFLT.slx10111,738560.9631063721608370543,ParkingBrake_b,name_ParkingBrake_b;type_Inport;parent_name_Tempomat_Function;hierarchy_depth_7;num_lines_1;num_inputs_0;num_outputs_1;ul_80_163;lr_110_177;rul_375_-17;rlr_515_262
DEFLT.slx10111,738560.8366686522495001554,BrakeForce_pedal_pc,name_BrakeForce_pedal_pc;type_Inport;parent_name_Tempomat_Function;hierarchy_depth_7;num_lines_1;num_inputs_0;num_outputs_1;ul_80_198;lr_110_212;rul_375_-52;rlr_515_227
DEFLT.slx10111,738560.8546668903436511755,CruiseControl_b,name_CruiseControl_b;type_Inport;parent_name_Tempomat_Function;hierarchy_depth_7;num_lines_2;num_inputs_0;num_outputs_1;ul_80_233;lr_110_247;rul_645_289;rlr_775_451
DEFLT.slx10111,738561.0325380833819508553,V_Vehicle_kmh,name_V_Vehicle_kmh;type_Inport;parent_name_Tempomat_Function;hierarchy_depth_7;num_lines_3;num_inputs_0;num_outputs_1;ul_80_268;lr_110_282;rul_375_-122;rlr_515_157
DEFLT.slx10111,738561.4944056653184816241,Limiter_b,name_Limiter_b;type_Inport;parent_name_Tempomat_Function;hierarchy_depth_7;num_lines_2;num_inputs_0;num_outputs_1;ul_80_303;lr_110_317;rul_645_219;rlr_775_381
DEFLT.slx10111,738561.1310735732549801469,LeverUp_Stat,name_LeverUp_Stat;type_Inport;parent_name_Tempomat_Function;hierarchy_depth_7;num_lines_2;num_inputs_0;num_outputs_1;ul_85_648;lr_115_662;rul_370_-502;rlr_510_-223
DEFLT.slx10111,738561.1824786829529330134,LeverDown_Stat,name_LeverDown_Stat;type_Inport;parent_name_Tempomat_Function;hierarchy_depth_7;num_lines_2;num_inputs_0;num_outputs_1;ul_85_678;lr_115_692;rul_370_-532;rlr_510_-253
DEFLT.slx10111,738561.5832449587760493159,FTS_active_b,name_FTS_active_b;type_Inport;parent_name_Tempomat_Function;hierarchy_depth_7;num_lines_1;num_inputs_0;num_outputs_1;ul_80_408;lr_110_422;rul_375_-262;rlr_515_17
DEFLT.slx10111,738561.246124328812584281,Enable,name_Enable;type_EnablePort;parent_name_Tempomat_Function;hierarchy_depth_7;num_lines_0;num_inputs_0;num_outputs_0;ul_605_75;lr_625_95;rul_0_0;rlr_0_0
DEFLT.slx10111,738561.0214409540640190244,CC_Enabled,name_CC_Enabled;type_SubSystem;parent_name_Tempomat_Function;hierarchy_depth_7;num_lines_3;num_inputs_2;num_outputs_1;ul_845_381;lr_1055_474;rul_-390_-235;rlr_-430_-35
DEFLT.slx10111,738560.881496799411252141,CC_active_b,name_CC_active_b;type_Inport;parent_name_CC_Enabled;hierarchy_depth_8;num_lines_1;num_inputs_0;num_outputs_1;ul_530_208;lr_560_222;rul_130_-33;rlr_220_33
DEFLT.slx10111,738561.0447265572147443891,V_Vehicle_kmh,name_V_Vehicle_kmh;type_Inport;parent_name_CC_Enabled;hierarchy_depth_8;num_lines_1;num_inputs_0;num_outputs_1;ul_530_323;lr_560_337;rul_295_-29;rlr_445_29
DEFLT.slx10111,738560.9096358352107927203,BusCreator,name_BusCreator;type_BusCreator;parent_name_CC_Enabled;hierarchy_depth_8;num_lines_2;num_inputs_1;num_outputs_1;ul_1145_295;lr_1150_365;rul_-320_-1;rlr_-145_1
DEFLT.slx10111,738561.1609710493357852101,BusCreator1,name_BusCreator1;type_BusCreator;parent_name_CC_Enabled;hierarchy_depth_8;num_lines_2;num_inputs_1;num_outputs_1;ul_1145_425;lr_1150_495;rul_-320_-2;rlr_-145_2
DEFLT.slx10111,738561.2376824069069698453,BusSelector,name_BusSelector;type_BusSelector;parent_name_CC_Enabled;hierarchy_depth_8;num_lines_2;num_inputs_1;num_outputs_1;ul_1300_350;lr_1305_440;rul_-105_-85;rlr_-70_85
DEFLT.slx10111,738561.4494306480046361685,If,name_If;type_If;parent_name_CC_Enabled;hierarchy_depth_8;num_lines_3;num_inputs_1;num_outputs_2;ul_660_175;lr_780_255;rul_-130_33;rlr_-220_-33
DEFLT.slx10111,738560.8865353515138849616,Merge,name_Merge;type_Merge;parent_name_CC_Enabled;hierarchy_depth_8;num_lines_3;num_inputs_2;num_outputs_1;ul_1195_265;lr_1235_525;rul_-50_30;rlr_-85_-160
DEFLT.slx10111,738561.307110427413135767,Tempomat_Active,name_Tempomat_Active;type_SubSystem;parent_name_CC_Enabled;hierarchy_depth_8;num_lines_2;num_inputs_2;num_outputs_1;ul_825_294;lr_1005_366;rul_-295_29;rlr_-445_-29
DEFLT.slx10111,738561.5741802812553942204,V_Vehicle_kmh,name_V_Vehicle_kmh;type_Inport;parent_name_Tempomat_Active;hierarchy_depth_9;num_lines_1;num_inputs_0;num_outputs_1;ul_385_258;lr_415_272;rul_190_29;rlr_190_46
DEFLT.slx10111,738561.1615340654971078038,ActionPort,name_ActionPort;type_ActionPort;parent_name_Tempomat_Active;hierarchy_depth_9;num_lines_0;num_inputs_0;num_outputs_0;ul_460_195;lr_519_223;rul_0_0;rlr_0_0
DEFLT.slx10111,738560.774835849879309535,DataStoreRead1,name_DataStoreRead1;type_DataStoreRead;parent_name_Tempomat_Active;hierarchy_depth_9;num_lines_1;num_inputs_0;num_outputs_1;ul_295_325;lr_440_355;rul_280_-38;rlr_165_-37
DEFLT.slx10111,738560.8800054882885888219,Sum,name_Sum;type_Sum;parent_name_Tempomat_Active;hierarchy_depth_9;num_lines_3;num_inputs_2;num_outputs_1;ul_575_287;lr_605_318;rul_-190_-29;rlr_-190_-46
DEFLT.slx10111,738561.4768146601272746921,VERSION_INFO,name_VERSION_INFO;type_SubSystem;parent_name_Tempomat_Active;hierarchy_depth_9;num_lines_0;num_inputs_0;num_outputs_0;ul_141_16;lr_679_116;rul_0_0;rlr_0_0
DEFLT.slx10111,738560.9473538243910297751,Copyright,name_Copyright;type_SubSystem;parent_name_VERSION_INFO;hierarchy_depth_10;num_lines_0;num_inputs_0;num_outputs_0;ul_69_56;lr_243_80;rul_0_0;rlr_0_0
DEFLT.slx10111,738561.3940376105019822717,V_CC_delta_kmh,name_V_CC_delta_kmh;type_Outport;parent_name_Tempomat_Active;hierarchy_depth_9;num_lines_1;num_inputs_1;num_outputs_0;ul_780_298;lr_810_312;rul_-205_-11;rlr_-205_6
DEFLT.slx10111,738560.8760933573357760906,Tempomat_Deactive,name_Tempomat_Deactive;type_SubSystem;parent_name_CC_Enabled;hierarchy_depth_8;num_lines_1;num_inputs_1;num_outputs_1;ul_825_423;lr_1005_497;rul_320_2;rlr_145_-2
DEFLT.slx10111,738560.9964344627223908901,ActionPort,name_ActionPort;type_ActionPort;parent_name_Tempomat_Deactive;hierarchy_depth_9;num_lines_0;num_inputs_0;num_outputs_0;ul_460_175;lr_519_203;rul_0_0;rlr_0_0
DEFLT.slx10111,738561.2611554899485781789,Constant,name_Constant;type_Constant;parent_name_Tempomat_Deactive;hierarchy_depth_9;num_lines_1;num_inputs_0;num_outputs_1;ul_415_256;lr_455_294;rul_200_12;rlr_190_-12
DEFLT.slx10111,738561.5967412156751379371,VERSION_INFO,name_VERSION_INFO;type_SubSystem;parent_name_Tempomat_Deactive;hierarchy_depth_9;num_lines_0;num_inputs_0;num_outputs_0;ul_71_26;lr_623_126;rul_0_0;rlr_0_0
DEFLT.slx10111,738560.8851756791118532419,Copyright,name_Copyright;type_SubSystem;parent_name_VERSION_INFO;hierarchy_depth_10;num_lines_0;num_inputs_0;num_outputs_0;ul_69_56;lr_243_80;rul_0_0;rlr_0_0
DEFLT.slx10111,738561.2423210256965830922,V_CC_delta_kmh,name_V_CC_delta_kmh;type_Outport;parent_name_Tempomat_Deactive;hierarchy_depth_9;num_lines_1;num_inputs_1;num_outputs_0;ul_615_268;lr_645_282;rul_-200_-12;rlr_-190_12
DEFLT.slx10111,738561.5220231902785599232,VERSION_INFO,name_VERSION_INFO;type_SubSystem;parent_name_CC_Enabled;hierarchy_depth_8;num_lines_0;num_inputs_0;num_outputs_0;ul_426_36;lr_856_136;rul_0_0;rlr_0_0
DEFLT.slx10111,738561.1570344429928809404,Copyright,name_Copyright;type_SubSystem;parent_name_VERSION_INFO;hierarchy_depth_9;num_lines_0;num_inputs_0;num_outputs_0;ul_69_56;lr_243_80;rul_0_0;rlr_0_0
DEFLT.slx10111,738561.0361524817999452353,V_CC_delta_kmh,name_V_CC_delta_kmh;type_Outport;parent_name_CC_Enabled;hierarchy_depth_8;num_lines_1;num_inputs_1;num_outputs_0;ul_1420_388;lr_1450_402;rul_-120_-38;rlr_-145_38
DEFLT.slx10111,738560.9648019828600808978,CC_On_Off,name_CC_On_Off;type_SubSystem;parent_name_Tempomat_Function;hierarchy_depth_7;num_lines_11;num_inputs_8;num_outputs_1;ul_455_146;lr_625_439;rul_-375_17;rlr_-515_-262
DEFLT.slx10111,738561.2834047996439039707,ParkingBrake_b,name_ParkingBrake_b;type_Inport;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_1;num_inputs_0;num_outputs_1;ul_205_518;lr_235_532;rul_585_-87;rlr_590_152
DEFLT.slx10111,738561.0956143151270225644,BrakeForce_pedal_pc,name_BrakeForce_pedal_pc;type_Inport;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_1;num_inputs_0;num_outputs_1;ul_205_573;lr_235_587;rul_540_-1;rlr_540_16
DEFLT.slx10111,738560.810935552348382771,CruiseControl_b,name_CruiseControl_b;type_Inport;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_3;num_inputs_0;num_outputs_1;ul_205_428;lr_235_442;rul_430_-128;rlr_435_-22
DEFLT.slx10111,738560.7839246909134089947,V_Vehicle_kmh,name_V_Vehicle_kmh;type_Inport;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_1;num_inputs_0;num_outputs_1;ul_205_688;lr_235_702;rul_455_-1;rlr_455_16
DEFLT.slx10111,738560.7168874512426555157,Limiter_b,name_Limiter_b;type_Inport;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_1;num_inputs_0;num_outputs_1;ul_205_258;lr_235_272;rul_310_-6;rlr_310_6
DEFLT.slx10111,738561.3766362429596483707,LeverUp_stat,name_LeverUp_stat;type_Inport;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_1;num_inputs_0;num_outputs_1;ul_205_308;lr_235_322;rul_180_-1;rlr_180_16
DEFLT.slx10111,738560.9061988696921616793,LeverDown_stat,name_LeverDown_stat;type_Inport;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_1;num_inputs_0;num_outputs_1;ul_205_373;lr_235_387;rul_180_-1;rlr_180_16
DEFLT.slx10111,738560.8817330270539969206,FTS_active_b,name_FTS_active_b;type_Inport;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_1;num_inputs_0;num_outputs_1;ul_205_783;lr_235_797;rul_360_-6;rlr_360_6
DEFLT.slx10111,738561.373078402248211205,Constant,name_Constant;type_Constant;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_1;num_inputs_0;num_outputs_1;ul_655_606;lr_695_644;rul_90_-34;rlr_80_-41
DEFLT.slx10111,738561.674060652032494545,Constant1,name_Constant1;type_Constant;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_1;num_inputs_0;num_outputs_1;ul_560_706;lr_600_734;rul_100_-19;rlr_90_-16
DEFLT.slx10111,738561.1891950728604570031,Constant2,name_Constant2;type_Constant;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_1;num_inputs_0;num_outputs_1;ul_315_398;lr_355_422;rul_70_-26;rlr_60_-19
DEFLT.slx10111,738561.0717508854577317834,Constant3,name_Constant3;type_Constant;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_1;num_inputs_0;num_outputs_1;ul_315_338;lr_355_362;rul_70_-31;rlr_60_-24
DEFLT.slx10111,738561.5253666384378448129,EdgeFalling,name_EdgeFalling;type_SubSystem;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_4;num_inputs_3;num_outputs_1;ul_680_457;lr_725_513;rul_-475_-29;rlr_-490_-71
DEFLT.slx10111,738561.0453643177170306444,u,name_u;type_Inport;parent_name_EdgeFalling;hierarchy_depth_9;num_lines_2;num_inputs_0;num_outputs_1;ul_15_18;lr_45_32;rul_80_92;rlr_80_98
DEFLT.slx10111,738561.1253955295542255044,R,name_R;type_Inport;parent_name_EdgeFalling;hierarchy_depth_9;num_lines_1;num_inputs_0;num_outputs_1;ul_135_88;lr_165_102;rul_75_-28;rlr_65_28
DEFLT.slx10111,738560.8200484620174393058,IV,name_IV;type_Inport;parent_name_EdgeFalling;hierarchy_depth_9;num_lines_1;num_inputs_0;num_outputs_1;ul_105_63;lr_135_77;rul_105_-3;rlr_95_53
DEFLT.slx10111,738560.9313083934830501676,LogOp_A,name_LogOp_A;type_Logic;parent_name_EdgeFalling;hierarchy_depth_9;num_lines_3;num_inputs_2;num_outputs_1;ul_315_17;lr_345_48;rul_-65_-2;rlr_-65_-13
